city,countyOrParish,stateOrProvince,address,shortAddress
Albany,Albany,NY,"6382 Washington Avenue, Albany, NY 12424",6382 Washington Avenue
Schenectady,Schenectady,NY,"97 Madison Avenue, Schenectady, NY 12425",97 Madison Avenue
Clifton Park,Saratoga,NY,"746 Madison Avenue, Clifton Park, NY 12426",746 Madison Avenue
Green Island,Albany,NY,"8239 Washington Avenue, Green Island, NY 12427",8239 Washington Avenue
Watervliet,Albany,NY,"4938 Madison Avenue, Watervliet, NY 12428",4938 Madison Avenue
Watervliet,Albany,NY,"7171 Elm Street, Watervliet, NY 12429",7171 Elm Street
Cohoes,Albany,NY,"505 Delaware Avenue, Cohoes, NY 12430",505 Delaware Avenue
Guilderland,Albany,NY,"8741 Park Boulevard, Guilderland, NY 12431",8741 Park Boulevard
Guilderland,Albany,NY,"6407 Pine Lane, Guilderland, NY 12432",6407 Pine Lane
Guilderland,Albany,NY,"4884 River Road, Guilderland, NY 12433",4884 River Road
Albany,Albany,NY,"9069 State Street, Albany, NY 12434",9069 State Street
Colonie,Albany,NY,"685 Western Avenue, Colonie, NY 12435",685 Western Avenue
Clifton Park,Saratoga,NY,"9776 Elm Street, Clifton Park, NY 12436",9776 Elm Street
Schenectady,Schenectady,NY,"8971 Madison Avenue, Schenectady, NY 12437",8971 Madison Avenue
Watervliet,Albany,NY,"3442 River Road, Watervliet, NY 12438",3442 River Road
Bethlehem,Albany,NY,"6761 State Street, Bethlehem, NY 12439",6761 State Street
Guilderland,Albany,NY,"3015 Park Boulevard, Guilderland, NY 12440",3015 Park Boulevard
Clifton Park,Saratoga,NY,"4141 Chestnut Street, Clifton Park, NY 12441",4141 Chestnut Street
Colonie,Albany,NY,"2972 Central Avenue, Colonie, NY 12442",2972 Central Avenue
Schenectady,Schenectady,NY,"7558 Madison Avenue, Schenectady, NY 12443",7558 Madison Avenue
Watervliet,Albany,NY,"1104 Maple Drive, Watervliet, NY 12444",1104 Maple Drive
Colonie,Albany,NY,"3235 Delaware Avenue, Colonie, NY 12445",3235 Delaware Avenue
Green Island,Albany,NY,"5852 State Street, Green Island, NY 12446",5852 State Street
Bethlehem,Albany,NY,"1640 Pine Lane, Bethlehem, NY 12447",1640 Pine Lane
Clifton Park,Saratoga,NY,"1144 Chestnut Street, Clifton Park, NY 12448",1144 Chestnut Street
Green Island,Albany,NY,"7961 Lark Street, Green Island, NY 12449",7961 Lark Street
Green Island,Albany,NY,"5009 State Street, Green Island, NY 12450",5009 State Street
Clifton Park,Saratoga,NY,"9288 River Road, Clifton Park, NY 12451",9288 River Road
Green Island,Albany,NY,"7018 Broadway, Green Island, NY 12452",7018 Broadway
Albany,Albany,NY,"5132 Park Boulevard, Albany, NY 12453",5132 Park Boulevard
Bethlehem,Albany,NY,"7146 Maple Drive, Bethlehem, NY 12454",7146 Maple Drive
Green Island,Albany,NY,"2201 Oak Street, Green Island, NY 12455",2201 Oak Street
Troy,Rensselaer,NY,"7584 Lark Street, Troy, NY 12456",7584 Lark Street
Green Island,Albany,NY,"5005 Delaware Avenue, Green Island, NY 12457",5005 Delaware Avenue
Schenectady,Schenectady,NY,"1784 Broadway, Schenectady, NY 12458",1784 Broadway
Clifton Park,Saratoga,NY,"1344 Maple Drive, Clifton Park, NY 12459",1344 Maple Drive
Guilderland,Albany,NY,"8825 Chestnut Street, Guilderland, NY 12460",8825 Chestnut Street
Watervliet,Albany,NY,"1253 Madison Avenue, Watervliet, NY 12461",1253 Madison Avenue
Albany,Albany,NY,"8310 Western Avenue, Albany, NY 12462",8310 Western Avenue
Clifton Park,Saratoga,NY,"9485 Elm Street, Clifton Park, NY 12463",9485 Elm Street
Clifton Park,Saratoga,NY,"3486 Central Avenue, Clifton Park, NY 12464",3486 Central Avenue
Schenectady,Schenectady,NY,"4270 Delaware Avenue, Schenectady, NY 12465",4270 Delaware Avenue
Guilderland,Albany,NY,"5994 Elm Street, Guilderland, NY 12466",5994 Elm Street
Bethlehem,Albany,NY,"9661 Pine Lane, Bethlehem, NY 12467",9661 Pine Lane
Guilderland,Albany,NY,"7614 Madison Avenue, Guilderland, NY 12468",7614 Madison Avenue
Cohoes,Albany,NY,"5962 Western Avenue, Cohoes, NY 12469",5962 Western Avenue
Bethlehem,Albany,NY,"2718 State Street, Bethlehem, NY 12470",2718 State Street
Troy,Rensselaer,NY,"2609 Broadway, Troy, NY 12471",2609 Broadway
Clifton Park,Saratoga,NY,"9271 State Street, Clifton Park, NY 12472",9271 State Street
Troy,Rensselaer,NY,"5879 Central Avenue, Troy, NY 12473",5879 Central Avenue
Bethlehem,Albany,NY,"7990 Park Boulevard, Bethlehem, NY 12474",7990 Park Boulevard
Colonie,Albany,NY,"4332 River Road, Colonie, NY 12475",4332 River Road
Bethlehem,Albany,NY,"702 Chestnut Street, Bethlehem, NY 12476",702 Chestnut Street
Schenectady,Schenectady,NY,"5919 Elm Street, Schenectady, NY 12477",5919 Elm Street
Troy,Rensselaer,NY,"7449 Central Avenue, Troy, NY 12478",7449 Central Avenue
Albany,Albany,NY,"5310 Washington Avenue, Albany, NY 12479",5310 Washington Avenue
Schenectady,Schenectady,NY,"4481 Maple Drive, Schenectady, NY 12480",4481 Maple Drive
Clifton Park,Saratoga,NY,"8919 Broadway, Clifton Park, NY 12481",8919 Broadway
Cohoes,Albany,NY,"6202 River Road, Cohoes, NY 12482",6202 River Road
Clifton Park,Saratoga,NY,"1276 Maple Drive, Clifton Park, NY 12483",1276 Maple Drive
Cohoes,Albany,NY,"3652 Elm Street, Cohoes, NY 12484",3652 Elm Street
Green Island,Albany,NY,"5654 Delaware Avenue, Green Island, NY 12485",5654 Delaware Avenue
Troy,Rensselaer,NY,"9900 Western Avenue, Troy, NY 12486",9900 Western Avenue
Schenectady,Schenectady,NY,"2277 Lark Street, Schenectady, NY 12487",2277 Lark Street
Guilderland,Albany,NY,"3769 Madison Avenue, Guilderland, NY 12488",3769 Madison Avenue
Schenectady,Schenectady,NY,"4601 Chestnut Street, Schenectady, NY 12489",4601 Chestnut Street
Guilderland,Albany,NY,"3063 Broadway, Guilderland, NY 12490",3063 Broadway
Green Island,Albany,NY,"9864 Washington Avenue, Green Island, NY 12491",9864 Washington Avenue
Bethlehem,Albany,NY,"6794 Oak Street, Bethlehem, NY 12492",6794 Oak Street
Colonie,Albany,NY,"7890 Delaware Avenue, Colonie, NY 12493",7890 Delaware Avenue
Troy,Rensselaer,NY,"3453 Broadway, Troy, NY 12494",3453 Broadway
Cohoes,Albany,NY,"368 Park Boulevard, Cohoes, NY 12495",368 Park Boulevard
Albany,Albany,NY,"2096 Broadway, Albany, NY 12496",2096 Broadway
Guilderland,Albany,NY,"8400 Central Avenue, Guilderland, NY 12497",8400 Central Avenue
Clifton Park,Saratoga,NY,"2407 Central Avenue, Clifton Park, NY 12498",2407 Central Avenue
Guilderland,Albany,NY,"4232 Broadway, Guilderland, NY 12499",4232 Broadway
Schenectady,Schenectady,NY,"6643 Western Avenue, Schenectady, NY 12500",6643 Western Avenue
Watervliet,Albany,NY,"1405 Chestnut Street, Watervliet, NY 12501",1405 Chestnut Street
Troy,Rensselaer,NY,"9938 Delaware Avenue, Troy, NY 12502",9938 Delaware Avenue
Troy,Rensselaer,NY,"2795 Park Boulevard, Troy, NY 12503",2795 Park Boulevard
Cohoes,Albany,NY,"9845 State Street, Cohoes, NY 12504",9845 State Street
Clifton Park,Saratoga,NY,"2980 Maple Drive, Clifton Park, NY 12505",2980 Maple Drive
Guilderland,Albany,NY,"5615 Lark Street, Guilderland, NY 12506",5615 Lark Street
Clifton Park,Saratoga,NY,"9677 Madison Avenue, Clifton Park, NY 12507",9677 Madison Avenue
Bethlehem,Albany,NY,"6197 Elm Street, Bethlehem, NY 12508",6197 Elm Street
Guilderland,Albany,NY,"1779 Western Avenue, Guilderland, NY 12509",1779 Western Avenue
Bethlehem,Albany,NY,"8565 Hudson Avenue, Bethlehem, NY 12510",8565 Hudson Avenue
Guilderland,Albany,NY,"9921 Washington Avenue, Guilderland, NY 12511",9921 Washington Avenue
Guilderland,Albany,NY,"7797 Central Avenue, Guilderland, NY 12512",7797 Central Avenue
Schenectady,Schenectady,NY,"8247 Washington Avenue, Schenectady, NY 12513",8247 Washington Avenue
Colonie,Albany,NY,"7902 State Street, Colonie, NY 12514",7902 State Street
Clifton Park,Saratoga,NY,"8836 Western Avenue, Clifton Park, NY 12515",8836 Western Avenue
Cohoes,Albany,NY,"8554 Hudson Avenue, Cohoes, NY 12516",8554 Hudson Avenue
Green Island,Albany,NY,"712 Hudson Avenue, Green Island, NY 12517",712 Hudson Avenue
Bethlehem,Albany,NY,"7900 Elm Street, Bethlehem, NY 12518",7900 Elm Street
Green Island,Albany,NY,"9651 Washington Avenue, Green Island, NY 12519",9651 Washington Avenue
Cohoes,Albany,NY,"2194 Maple Drive, Cohoes, NY 12520",2194 Maple Drive
Troy,Rensselaer,NY,"3810 Madison Avenue, Troy, NY 12521",3810 Madison Avenue
Watervliet,Albany,NY,"9803 Hudson Avenue, Watervliet, NY 12522",9803 Hudson Avenue
Watervliet,Albany,NY,"3097 Western Avenue, Watervliet, NY 12523",3097 Western Avenue
Albany,Albany,NY,"9470 Washington Avenue, Albany, NY 12524",9470 Washington Avenue
Schenectady,Schenectady,NY,"118 Elm Street, Schenectady, NY 12525",118 Elm Street
Bethlehem,Albany,NY,"5176 Hudson Avenue, Bethlehem, NY 12526",5176 Hudson Avenue
Green Island,Albany,NY,"1747 State Street, Green Island, NY 12527",1747 State Street
Cohoes,Albany,NY,"9591 Maple Drive, Cohoes, NY 12528",9591 Maple Drive
Watervliet,Albany,NY,"8784 Hudson Avenue, Watervliet, NY 12529",8784 Hudson Avenue
Clifton Park,Saratoga,NY,"5991 Maple Drive, Clifton Park, NY 12530",5991 Maple Drive
Cohoes,Albany,NY,"3338 Hudson Avenue, Cohoes, NY 12531",3338 Hudson Avenue
Schenectady,Schenectady,NY,"9136 Delaware Avenue, Schenectady, NY 12532",9136 Delaware Avenue
Guilderland,Albany,NY,"6066 Delaware Avenue, Guilderland, NY 12533",6066 Delaware Avenue
Watervliet,Albany,NY,"5025 River Road, Watervliet, NY 12534",5025 River Road
Cohoes,Albany,NY,"2263 Washington Avenue, Cohoes, NY 12535",2263 Washington Avenue
Bethlehem,Albany,NY,"7318 Broadway, Bethlehem, NY 12536",7318 Broadway
Colonie,Albany,NY,"3514 Elm Street, Colonie, NY 12537",3514 Elm Street
Green Island,Albany,NY,"9021 Central Avenue, Green Island, NY 12538",9021 Central Avenue
Guilderland,Albany,NY,"6376 Western Avenue, Guilderland, NY 12539",6376 Western Avenue
Colonie,Albany,NY,"2382 Delaware Avenue, Colonie, NY 12540",2382 Delaware Avenue
Clifton Park,Saratoga,NY,"7134 Madison Avenue, Clifton Park, NY 12541",7134 Madison Avenue
Colonie,Albany,NY,"4311 Park Boulevard, Colonie, NY 12542",4311 Park Boulevard
Green Island,Albany,NY,"1312 Central Avenue, Green Island, NY 12543",1312 Central Avenue
Cohoes,Albany,NY,"6565 Pine Lane, Cohoes, NY 12544",6565 Pine Lane
Clifton Park,Saratoga,NY,"942 Broadway, Clifton Park, NY 12545",942 Broadway
Troy,Rensselaer,NY,"7193 Western Avenue, Troy, NY 12546",7193 Western Avenue
Bethlehem,Albany,NY,"8490 Pine Lane, Bethlehem, NY 12547",8490 Pine Lane
Bethlehem,Albany,NY,"551 Park Boulevard, Bethlehem, NY 12548",551 Park Boulevard
Clifton Park,Saratoga,NY,"2777 Central Avenue, Clifton Park, NY 12549",2777 Central Avenue
Green Island,Albany,NY,"3920 Western Avenue, Green Island, NY 12550",3920 Western Avenue
Guilderland,Albany,NY,"1423 Maple Drive, Guilderland, NY 12551",1423 Maple Drive
Cohoes,Albany,NY,"5786 Elm Street, Cohoes, NY 12552",5786 Elm Street
Cohoes,Albany,NY,"9603 Chestnut Street, Cohoes, NY 12553",9603 Chestnut Street
Schenectady,Schenectady,NY,"252 Madison Avenue, Schenectady, NY 12554",252 Madison Avenue
Colonie,Albany,NY,"9005 Pine Lane, Colonie, NY 12555",9005 Pine Lane
Schenectady,Schenectady,NY,"9551 River Road, Schenectady, NY 12556",9551 River Road
Green Island,Albany,NY,"4531 Park Boulevard, Green Island, NY 12557",4531 Park Boulevard
Clifton Park,Saratoga,NY,"3188 Lark Street, Clifton Park, NY 12558",3188 Lark Street
Cohoes,Albany,NY,"9420 Western Avenue, Cohoes, NY 12559",9420 Western Avenue
Watervliet,Albany,NY,"2868 Hudson Avenue, Watervliet, NY 12560",2868 Hudson Avenue
Schenectady,Schenectady,NY,"1745 Madison Avenue, Schenectady, NY 12561",1745 Madison Avenue
Schenectady,Schenectady,NY,"4822 Oak Street, Schenectady, NY 12562",4822 Oak Street
Colonie,Albany,NY,"8410 Maple Drive, Colonie, NY 12563",8410 Maple Drive
Schenectady,Schenectady,NY,"9420 Maple Drive, Schenectady, NY 12564",9420 Maple Drive
Troy,Rensselaer,NY,"6179 Delaware Avenue, Troy, NY 12565",6179 Delaware Avenue
Bethlehem,Albany,NY,"5566 Lark Street, Bethlehem, NY 12566",5566 Lark Street
Troy,Rensselaer,NY,"9615 Western Avenue, Troy, NY 12567",9615 Western Avenue
Troy,Rensselaer,NY,"1905 Maple Drive, Troy, NY 12568",1905 Maple Drive
Colonie,Albany,NY,"6270 Park Boulevard, Colonie, NY 12569",6270 Park Boulevard
Bethlehem,Albany,NY,"5173 Hudson Avenue, Bethlehem, NY 12570",5173 Hudson Avenue
Green Island,Albany,NY,"8463 Western Avenue, Green Island, NY 12571",8463 Western Avenue
Watervliet,Albany,NY,"4068 Pine Lane, Watervliet, NY 12572",4068 Pine Lane
Colonie,Albany,NY,"6537 Oak Street, Colonie, NY 12573",6537 Oak Street
Colonie,Albany,NY,"9086 Broadway, Colonie, NY 12574",9086 Broadway
Troy,Rensselaer,NY,"5143 River Road, Troy, NY 12575",5143 River Road
Bethlehem,Albany,NY,"9400 Maple Drive, Bethlehem, NY 12576",9400 Maple Drive
Guilderland,Albany,NY,"3116 Delaware Avenue, Guilderland, NY 12577",3116 Delaware Avenue
Bethlehem,Albany,NY,"3848 Park Boulevard, Bethlehem, NY 12578",3848 Park Boulevard
Watervliet,Albany,NY,"3388 Park Boulevard, Watervliet, NY 12579",3388 Park Boulevard
Bethlehem,Albany,NY,"4092 River Road, Bethlehem, NY 12580",4092 River Road
Guilderland,Albany,NY,"1748 Washington Avenue, Guilderland, NY 12581",1748 Washington Avenue
Colonie,Albany,NY,"8072 Western Avenue, Colonie, NY 12582",8072 Western Avenue
Schenectady,Schenectady,NY,"693 Delaware Avenue, Schenectady, NY 12583",693 Delaware Avenue
Green Island,Albany,NY,"5168 Delaware Avenue, Green Island, NY 12584",5168 Delaware Avenue
Clifton Park,Saratoga,NY,"4502 Delaware Avenue, Clifton Park, NY 12585",4502 Delaware Avenue
Guilderland,Albany,NY,"8375 Maple Drive, Guilderland, NY 12586",8375 Maple Drive
Cohoes,Albany,NY,"3639 State Street, Cohoes, NY 12587",3639 State Street
Albany,Albany,NY,"8614 Hudson Avenue, Albany, NY 12588",8614 Hudson Avenue
Troy,Rensselaer,NY,"8860 Central Avenue, Troy, NY 12589",8860 Central Avenue
Schenectady,Schenectady,NY,"5690 Elm Street, Schenectady, NY 12590",5690 Elm Street
Guilderland,Albany,NY,"7491 Washington Avenue, Guilderland, NY 12591",7491 Washington Avenue
Schenectady,Schenectady,NY,"7538 Oak Street, Schenectady, NY 12592",7538 Oak Street
Albany,Albany,NY,"194 Chestnut Street, Albany, NY 12593",194 Chestnut Street
Cohoes,Albany,NY,"9520 Washington Avenue, Cohoes, NY 12594",9520 Washington Avenue
Green Island,Albany,NY,"5925 Maple Drive, Green Island, NY 12595",5925 Maple Drive
Guilderland,Albany,NY,"8988 Maple Drive, Guilderland, NY 12596",8988 Maple Drive
Bethlehem,Albany,NY,"4414 Delaware Avenue, Bethlehem, NY 12597",4414 Delaware Avenue
Clifton Park,Saratoga,NY,"5622 River Road, Clifton Park, NY 12598",5622 River Road
Guilderland,Albany,NY,"8172 Hudson Avenue, Guilderland, NY 12599",8172 Hudson Avenue
Bethlehem,Albany,NY,"6867 River Road, Bethlehem, NY 12600",6867 River Road
Green Island,Albany,NY,"6564 Maple Drive, Green Island, NY 12601",6564 Maple Drive
Troy,Rensselaer,NY,"2948 State Street, Troy, NY 12602",2948 State Street
Clifton Park,Saratoga,NY,"3745 Washington Avenue, Clifton Park, NY 12603",3745 Washington Avenue
Watervliet,Albany,NY,"3864 Hudson Avenue, Watervliet, NY 12604",3864 Hudson Avenue
Cohoes,Albany,NY,"3213 State Street, Cohoes, NY 12605",3213 State Street
Guilderland,Albany,NY,"7750 Western Avenue, Guilderland, NY 12606",7750 Western Avenue
Guilderland,Albany,NY,"6907 Delaware Avenue, Guilderland, NY 12607",6907 Delaware Avenue
Guilderland,Albany,NY,"8471 Oak Street, Guilderland, NY 12608",8471 Oak Street
Troy,Rensselaer,NY,"4916 Maple Drive, Troy, NY 12609",4916 Maple Drive
Schenectady,Schenectady,NY,"9304 Central Avenue, Schenectady, NY 12610",9304 Central Avenue
Cohoes,Albany,NY,"1622 Broadway, Cohoes, NY 12611",1622 Broadway
Albany,Albany,NY,"3531 Maple Drive, Albany, NY 12612",3531 Maple Drive
Troy,Rensselaer,NY,"1578 Lark Street, Troy, NY 12613",1578 Lark Street
Green Island,Albany,NY,"4257 River Road, Green Island, NY 12614",4257 River Road
Green Island,Albany,NY,"9181 Maple Drive, Green Island, NY 12615",9181 Maple Drive
Green Island,Albany,NY,"325 Hudson Avenue, Green Island, NY 12616",325 Hudson Avenue
Colonie,Albany,NY,"5753 Chestnut Street, Colonie, NY 12617",5753 Chestnut Street
Clifton Park,Saratoga,NY,"9436 Broadway, Clifton Park, NY 12618",9436 Broadway
Watervliet,Albany,NY,"5819 Oak Street, Watervliet, NY 12619",5819 Oak Street
Schenectady,Schenectady,NY,"7988 Lark Street, Schenectady, NY 12620",7988 Lark Street
Colonie,Albany,NY,"6244 Pine Lane, Colonie, NY 12621",6244 Pine Lane
Troy,Rensselaer,NY,"2374 Broadway, Troy, NY 12622",2374 Broadway
Green Island,Albany,NY,"6912 Elm Street, Green Island, NY 12623",6912 Elm Street
Colonie,Albany,NY,"1297 Broadway, Colonie, NY 12624",1297 Broadway
Green Island,Albany,NY,"3740 Oak Street, Green Island, NY 12625",3740 Oak Street
Green Island,Albany,NY,"4774 Maple Drive, Green Island, NY 12626",4774 Maple Drive
Clifton Park,Saratoga,NY,"6480 Maple Drive, Clifton Park, NY 12627",6480 Maple Drive
Troy,Rensselaer,NY,"5951 Lark Street, Troy, NY 12628",5951 Lark Street
Cohoes,Albany,NY,"2742 Broadway, Cohoes, NY 12629",2742 Broadway
Albany,Albany,NY,"2049 Park Boulevard, Albany, NY 12630",2049 Park Boulevard
Watervliet,Albany,NY,"1312 Chestnut Street, Watervliet, NY 12631",1312 Chestnut Street
Guilderland,Albany,NY,"6506 Washington Avenue, Guilderland, NY 12632",6506 Washington Avenue
Colonie,Albany,NY,"1046 Delaware Avenue, Colonie, NY 12633",1046 Delaware Avenue
Schenectady,Schenectady,NY,"882 Western Avenue, Schenectady, NY 12634",882 Western Avenue
Cohoes,Albany,NY,"8585 Madison Avenue, Cohoes, NY 12635",8585 Madison Avenue
Colonie,Albany,NY,"4301 State Street, Colonie, NY 12636",4301 State Street
Colonie,Albany,NY,"6388 Pine Lane, Colonie, NY 12637",6388 Pine Lane
Bethlehem,Albany,NY,"4054 Pine Lane, Bethlehem, NY 12638",4054 Pine Lane
Troy,Rensselaer,NY,"2072 State Street, Troy, NY 12639",2072 State Street
Schenectady,Schenectady,NY,"2796 Western Avenue, Schenectady, NY 12640",2796 Western Avenue
Albany,Albany,NY,"5847 Oak Street, Albany, NY 12641",5847 Oak Street
Troy,Rensselaer,NY,"7655 Maple Drive, Troy, NY 12642",7655 Maple Drive
Schenectady,Schenectady,NY,"7289 State Street, Schenectady, NY 12643",7289 State Street
Schenectady,Schenectady,NY,"2901 Lark Street, Schenectady, NY 12644",2901 Lark Street
Clifton Park,Saratoga,NY,"7127 Pine Lane, Clifton Park, NY 12645",7127 Pine Lane
Green Island,Albany,NY,"7892 Park Boulevard, Green Island, NY 12646",7892 Park Boulevard
Colonie,Albany,NY,"7240 Pine Lane, Colonie, NY 12647",7240 Pine Lane
Green Island,Albany,NY,"6754 Maple Drive, Green Island, NY 12648",6754 Maple Drive
Guilderland,Albany,NY,"4974 Western Avenue, Guilderland, NY 12649",4974 Western Avenue
Albany,Albany,NY,"8575 State Street, Albany, NY 12650",8575 State Street
Green Island,Albany,NY,"4699 Delaware Avenue, Green Island, NY 12651",4699 Delaware Avenue
Schenectady,Schenectady,NY,"137 Delaware Avenue, Schenectady, NY 12652",137 Delaware Avenue
Troy,Rensselaer,NY,"4909 Western Avenue, Troy, NY 12653",4909 Western Avenue
Cohoes,Albany,NY,"4800 Park Boulevard, Cohoes, NY 12654",4800 Park Boulevard
Albany,Albany,NY,"8982 River Road, Albany, NY 12655",8982 River Road
Bethlehem,Albany,NY,"6746 Hudson Avenue, Bethlehem, NY 12656",6746 Hudson Avenue
Cohoes,Albany,NY,"4095 Broadway, Cohoes, NY 12657",4095 Broadway
Cohoes,Albany,NY,"6200 Park Boulevard, Cohoes, NY 12658",6200 Park Boulevard
Watervliet,Albany,NY,"1298 Hudson Avenue, Watervliet, NY 12659",1298 Hudson Avenue
Bethlehem,Albany,NY,"8465 Maple Drive, Bethlehem, NY 12660",8465 Maple Drive
Watervliet,Albany,NY,"8716 Maple Drive, Watervliet, NY 12661",8716 Maple Drive
Cohoes,Albany,NY,"3081 Madison Avenue, Cohoes, NY 12662",3081 Madison Avenue
Guilderland,Albany,NY,"2239 Pine Lane, Guilderland, NY 12663",2239 Pine Lane
Colonie,Albany,NY,"7461 Lark Street, Colonie, NY 12664",7461 Lark Street
Watervliet,Albany,NY,"8061 Chestnut Street, Watervliet, NY 12665",8061 Chestnut Street
Green Island,Albany,NY,"318 State Street, Green Island, NY 12666",318 State Street
Albany,Albany,NY,"8765 Western Avenue, Albany, NY 12667",8765 Western Avenue
Guilderland,Albany,NY,"1676 Pine Lane, Guilderland, NY 12668",1676 Pine Lane
Watervliet,Albany,NY,"2049 Lark Street, Watervliet, NY 12669",2049 Lark Street
Albany,Albany,NY,"3815 Madison Avenue, Albany, NY 12670",3815 Madison Avenue
Guilderland,Albany,NY,"242 Delaware Avenue, Guilderland, NY 12671",242 Delaware Avenue
Bethlehem,Albany,NY,"5602 Hudson Avenue, Bethlehem, NY 12672",5602 Hudson Avenue
Watervliet,Albany,NY,"8166 River Road, Watervliet, NY 12673",8166 River Road
Troy,Rensselaer,NY,"520 Oak Street, Troy, NY 12674",520 Oak Street
